alloc,,robots,,permut,,attr,,time  (maxSucc value=prob. of failing times 100)
1,,[r2, r3, r1],,[1970022937, 186, 1935706587],,{maxSucc=70.23718677793507, minTravel=800.0},,15741
33,,[r2, r3, r1],,[1213278290, 660, 1702856849],,{maxSucc=63.135946840265866, minTravel=726.0},,4332831
33,,[r2, r3, r1],,[1778856984, 518, 83039316],,{maxSucc=63.13594684026588, minTravel=782.0},,4335855
33,,[r2, r3, r1],,[426350049, 293, 1918698486],,{maxSucc=63.13594684026588, minTravel=769.0},,4338552
33,,[r2, r3, r1],,[333432920, 202, 181612645],,{maxSucc=63.13594684026588, minTravel=790.0},,4346578
33,,[r2, r3, r1],,[489685421, 389, 1111423340],,{maxSucc=63.135946840265866, minTravel=734.0},,4358117
33,,[r2, r3, r1],,[1742204775, 205, 1220686466],,{maxSucc=63.135946840265866, minTravel=702.0},,4368345
34,,[r2, r3, r1],,[1259584463, 484, 1989681335],,{maxSucc=63.13594684026588, minTravel=714.0},,4370970
34,,[r2, r3, r1],,[1680285230, 571, 161419022],,{maxSucc=63.135946840265866, minTravel=725.0},,4373470
34,,[r2, r3, r1],,[248739701, 223, 258651659],,{maxSucc=63.13594684026585, minTravel=748.0},,4376157
34,,[r2, r3, r1],,[696562698, 620, 917545947],,{maxSucc=63.13594684026588, minTravel=812.0},,4378776
34,,[r2, r3, r1],,[1157781606, 406, 924339490],,{maxSucc=63.135946840265866, minTravel=691.0},,4381337
34,,[r2, r3, r1],,[541952587, 673, 785798279],,{maxSucc=63.135946840265866, minTravel=775.0},,4386572
34,,[r2, r3, r1],,[494460250, 57, 33678143],,{maxSucc=63.135946840265866, minTravel=593.0},,4391625
34,,[r2, r3, r1],,[264198662, 60, 748741360],,{maxSucc=63.135946840265866, minTravel=737.0},,4400748
34,,[r2, r3, r1],,[342032657, 19, 507670071],,{maxSucc=63.13594684026585, minTravel=857.0},,4407058
34,,[r2, r3, r1],,[1401899195, 195, 598924780],,{maxSucc=63.135946840265866, minTravel=770.0},,4414350
34,,[r2, r3, r1],,[271994186, 222, 262494808],,{maxSucc=63.135946840265866, minTravel=766.0},,4416883
34,,[r2, r3, r1],,[1308979509, 573, 16529973],,{maxSucc=63.135946840265866, minTravel=747.0},,4428635
34,,[r2, r3, r1],,[1498256150, 551, 891138987],,{maxSucc=63.135946840265866, minTravel=681.0},,4437730
34,,[r2, r3, r1],,[1299076695, 391, 1689467730],,{maxSucc=63.135946840265866, minTravel=628.0},,4440228
34,,[r2, r3, r1],,[827737858, 609, 1295795262],,{maxSucc=63.13594684026585, minTravel=780.0},,4442911
34,,[r2, r3, r1],,[1004764257, 708, 1946497467],,{maxSucc=63.135946840265866, minTravel=762.0},,4453064
34,,[r2, r3, r1],,[1483987769, 379, 1056840736],,{maxSucc=63.135946840265866, minTravel=772.0},,4458101
34,,[r2, r3, r1],,[1348492572, 427, 1482701444],,{maxSucc=63.135946840265866, minTravel=684.0},,4463842
34,,[r2, r3, r1],,[388948643, 151, 752021678],,{maxSucc=63.135946840265866, minTravel=707.0},,4472501
34,,[r2, r3, r1],,[333902226, 574, 331561766],,{maxSucc=63.13594684026585, minTravel=868.0},,4474961
34,,[r2, r3, r1],,[1121030411, 88, 530402091],,{maxSucc=63.135946840265866, minTravel=766.0},,4477553
34,,[r2, r3, r1],,[422420946, 295, 1380828763],,{maxSucc=63.135946840265866, minTravel=752.0},,4480051
34,,[r2, r3, r1],,[835930254, 692, 805165562],,{maxSucc=63.135946840265866, minTravel=752.0},,4490411
35,,[r2, r3, r1],,[648658521, 687, 543464777],,{maxSucc=63.135946840265866, minTravel=760.0},,4502374
35,,[r2, r3, r1],,[1064159712, 550, 911520395],,{maxSucc=63.135946840265866, minTravel=715.0},,4505006
35,,[r2, r3, r1],,[294529546, 77, 905329802],,{maxSucc=63.135946840265866, minTravel=807.0},,4510050
35,,[r2, r3, r1],,[1386204710, 162, 301117677],,{maxSucc=63.13594684026588, minTravel=860.0},,4511882
35,,[r2, r3, r1],,[972140466, 139, 1912699222],,{maxSucc=63.135946840265866, minTravel=791.0},,4527200
35,,[r2, r3, r1],,[1459873357, 251, 307644034],,{maxSucc=63.135946840265866, minTravel=784.0},,4529794
35,,[r2, r3, r1],,[950887793, 162, 1473460889],,{maxSucc=63.135946840265866, minTravel=851.0},,4532468
35,,[r2, r3, r1],,[838595908, 61, 203682790],,{maxSucc=63.13594684026588, minTravel=739.0},,4537728
35,,[r2, r3, r1],,[289414860, 638, 1893685677],,{maxSucc=63.135946840265866, minTravel=716.0},,4542946
35,,[r2, r3, r1],,[1597061358, 337, 407414649],,{maxSucc=63.135946840265866, minTravel=730.0},,4545877
35,,[r2, r3, r1],,[1927763360, 316, 1798683877],,{maxSucc=63.135946840265866, minTravel=702.0},,4559330
35,,[r2, r3, r1],,[1260695926, 32, 807534577],,{maxSucc=63.13594684026588, minTravel=768.0},,4561940
35,,[r2, r3, r1],,[1885491985, 211, 1237569091],,{maxSucc=63.13594684026588, minTravel=785.0},,4579892
35,,[r2, r3, r1],,[1051252684, 703, 1125951862],,{maxSucc=63.135946840265866, minTravel=742.0},,4587844
35,,[r2, r3, r1],,[1106571665, 250, 669965757],,{maxSucc=63.135946840265866, minTravel=717.0},,4590492
35,,[r2, r3, r1],,[422445357, 361, 1126931198],,{maxSucc=63.135946840265866, minTravel=696.0},,4593123
35,,[r2, r3, r1],,[996879184, 491, 418261155],,{maxSucc=63.135946840265866, minTravel=804.0},,4598101
35,,[r2, r3, r1],,[1848943820, 233, 1621653483],,{maxSucc=63.135946840265866, minTravel=722.0},,4610881
35,,[r2, r3, r1],,[842459584, 54, 1616926995],,{maxSucc=63.135946840265866, minTravel=794.0},,4621084
36,,[r2, r3, r1],,[1799444758, 701, 601938507],,{maxSucc=63.135946840265866, minTravel=786.0},,4634105
36,,[r2, r3, r1],,[418603470, 530, 1414339766],,{maxSucc=63.135946840265866, minTravel=666.0},,4649515
36,,[r2, r3, r1],,[1425054244, 481, 949803270],,{maxSucc=63.135946840265866, minTravel=831.0},,4654713
36,,[r2, r3, r1],,[1811057177, 680, 1159740670],,{maxSucc=63.13594684026585, minTravel=832.0},,4659642
36,,[r2, r3, r1],,[563388467, 510, 1198386883],,{maxSucc=63.135946840265866, minTravel=681.0},,4672618
36,,[r2, r3, r1],,[333332923, 296, 1274783684],,{maxSucc=63.135946840265866, minTravel=855.0},,4675175
36,,[r2, r3, r1],,[1566372882, 188, 1767184430],,{maxSucc=63.135946840265866, minTravel=737.0},,4682906
36,,[r2, r3, r1],,[1617287311, 581, 1575163937],,{maxSucc=63.135946840265866, minTravel=794.0},,4685470
36,,[r2, r3, r1],,[968178601, 508, 1863617005],,{maxSucc=63.135946840265866, minTravel=759.0},,4695684
36,,[r2, r3, r1],,[1532278110, 510, 1875739465],,{maxSucc=63.135946840265866, minTravel=718.0},,4698304
36,,[r2, r3, r1],,[1604962711, 660, 853265763],,{maxSucc=63.13594684026588, minTravel=648.0},,4708729
36,,[r2, r3, r1],,[886436929, 96, 1974208512],,{maxSucc=63.135946840265866, minTravel=756.0},,4711343
36,,[r2, r3, r1],,[1471347159, 402, 729245219],,{maxSucc=63.135946840265866, minTravel=798.0},,4723984
36,,[r2, r3, r1],,[1046189866, 695, 415372922],,{maxSucc=63.13594684026585, minTravel=757.0},,4728985
36,,[r2, r3, r1],,[1151896093, 211, 653832298],,{maxSucc=63.135946840265866, minTravel=752.0},,4731670
36,,[r2, r3, r1],,[1185680710, 60, 1465788275],,{maxSucc=63.135946840265866, minTravel=748.0},,4734209
36,,[r2, r3, r1],,[264594081, 447, 247662321],,{maxSucc=63.135946840265866, minTravel=775.0},,4739181
36,,[r2, r3, r1],,[755914903, 487, 1276048873],,{maxSucc=63.135946840265866, minTravel=772.0},,4746902
37,,[r2, r3, r1],,[597167346, 443, 427207810],,{maxSucc=63.135946840265866, minTravel=722.0},,4754433
37,,[r2, r3, r1],,[1275611396, 666, 109344660],,{maxSucc=63.135946840265845, minTravel=727.0},,4756994
37,,[r2, r3, r1],,[552558947, 316, 433367911],,{maxSucc=63.135946840265866, minTravel=779.0},,4765563
37,,[r2, r3, r1],,[1338408252, 230, 1556174605],,{maxSucc=63.135946840265866, minTravel=696.0},,4768277
37,,[r2, r3, r1],,[1815220384, 268, 1312569220],,{maxSucc=63.135946840265866, minTravel=840.0},,4770857
37,,[r2, r3, r1],,[221276906, 395, 171657278],,{maxSucc=63.135946840265866, minTravel=814.0},,4773407
37,,[r2, r3, r1],,[84211396, 609, 1626285379],,{maxSucc=63.135946840265866, minTravel=719.0},,4781278
37,,[r2, r3, r1],,[880634669, 125, 1559941443],,{maxSucc=63.135946840265866, minTravel=705.0},,4786149
37,,[r2, r3, r1],,[1042973443, 710, 1462767977],,{maxSucc=63.135946840265866, minTravel=783.0},,4788489
37,,[r2, r3, r1],,[1349449120, 372, 193503773],,{maxSucc=63.135946840265866, minTravel=789.0},,4793594
37,,[r2, r3, r1],,[608951869, 252, 1566437897],,{maxSucc=63.135946840265866, minTravel=849.0},,4798557
37,,[r2, r3, r1],,[838441417, 548, 863278286],,{maxSucc=63.135946840265866, minTravel=814.0},,4801068
37,,[r2, r3, r1],,[119129277, 629, 5170826],,{maxSucc=63.135946840265866, minTravel=796.0},,4803504
37,,[r2, r3, r1],,[1189017761, 100, 679377374],,{maxSucc=63.135946840265866, minTravel=750.0},,4806006
37,,[r2, r3, r1],,[529554829, 318, 269955071],,{maxSucc=63.13594684026588, minTravel=801.0},,4808509
37,,[r2, r3, r1],,[1615778633, 524, 293326855],,{maxSucc=63.135946840265845, minTravel=748.0},,4811076
37,,[r2, r3, r1],,[1374900637, 171, 1462151260],,{maxSucc=63.135946840265866, minTravel=810.0},,4813691
37,,[r2, r3, r1],,[144684845, 326, 547029652],,{maxSucc=63.135946840265866, minTravel=711.0},,4816249
37,,[r2, r3, r1],,[631359269, 195, 1124728823],,{maxSucc=63.135946840265866, minTravel=929.0},,4838934
37,,[r2, r3, r1],,[369553219, 431, 228448390],,{maxSucc=63.13594684026588, minTravel=786.0},,4846486
37,,[r2, r3, r1],,[260712133, 83, 1702715725],,{maxSucc=63.13594684026588, minTravel=797.0},,4854273
37,,[r2, r3, r1],,[758126729, 129, 1591914571],,{maxSucc=63.135946840265866, minTravel=748.0},,4862113
37,,[r2, r3, r1],,[1401901500, 635, 1870795555],,{maxSucc=63.13594684026589, minTravel=765.0},,4864723
37,,[r2, r3, r1],,[867177960, 603, 1637211961],,{maxSucc=63.135946840265866, minTravel=807.0},,4867210
38,,[r2, r3, r1],,[535235087, 187, 645280231],,{maxSucc=63.13594684026588, minTravel=694.0},,4879439
38,,[r2, r3, r1],,[512707015, 702, 1298568628],,{maxSucc=63.135946840265866, minTravel=790.0},,4887347
38,,[r2, r3, r1],,[31005043, 466, 1834961815],,{maxSucc=63.13594684026588, minTravel=712.0},,4892402
38,,[r2, r3, r1],,[1829693223, 622, 1918982810],,{maxSucc=63.135946840265866, minTravel=724.0},,4897373
38,,[r2, r3, r1],,[1477423839, 477, 1801417178],,{maxSucc=63.13594684026588, minTravel=762.0},,4915485
38,,[r2, r3, r1],,[441021709, 23, 737573369],,{maxSucc=63.135946840265866, minTravel=744.0},,4917849
38,,[r2, r3, r1],,[101316234, 656, 1782172703],,{maxSucc=63.13594684026585, minTravel=769.0},,4929461
38,,[r2, r3, r1],,[1971913300, 60, 885492689],,{maxSucc=63.135946840265866, minTravel=731.0},,4939508
38,,[r2, r3, r1],,[533984786, 298, 1304705412],,{maxSucc=63.13594684026585, minTravel=760.0},,4957049
38,,[r2, r3, r1],,[1520389264, 487, 1963523288],,{maxSucc=63.13594684026588, minTravel=659.0},,4962097
38,,[r2, r3, r1],,[1288103462, 17, 1174039203],,{maxSucc=63.135946840265866, minTravel=719.0},,4967414
38,,[r2, r3, r1],,[831672381, 232, 1168465748],,{maxSucc=63.135946840265866, minTravel=817.0},,4970023
38,,[r2, r3, r1],,[703888257, 59, 897045991],,{maxSucc=63.13594684026588, minTravel=825.0},,4972647
38,,[r2, r3, r1],,[1208451565, 469, 318269732],,{maxSucc=63.135946840265866, minTravel=737.0},,4977843
38,,[r2, r3, r1],,[708789497, 199, 929129939],,{maxSucc=63.135946840265866, minTravel=690.0},,4985794
38,,[r2, r3, r1],,[1048889198, 140, 1680002995],,{maxSucc=63.135946840265866, minTravel=748.0},,4988410
38,,[r2, r3, r1],,[1880755961, 692, 224151266],,{maxSucc=63.135946840265866, minTravel=793.0},,4991021
38,,[r2, r3, r1],,[190930609, 561, 185261944],,{maxSucc=63.135946840265866, minTravel=808.0},,4993683
38,,[r2, r3, r1],,[666572476, 414, 611586267],,{maxSucc=63.135946840265866, minTravel=826.0},,4996527
39,,[r2, r3, r1],,[633941980, 530, 1644446832],,{maxSucc=63.135946840265866, minTravel=715.0},,5006698
39,,[r2, r3, r1],,[926164402, 687, 1682613942],,{maxSucc=63.135946840265866, minTravel=760.0},,5014418
39,,[r2, r3, r1],,[216293878, 413, 270910232],,{maxSucc=63.135946840265866, minTravel=769.0},,5019922
39,,[r2, r3, r1],,[1159756615, 378, 1437343980],,{maxSucc=63.135946840265866, minTravel=810.0},,5032715
39,,[r2, r3, r1],,[2001619914, 81, 994351524],,{maxSucc=63.135946840265866, minTravel=757.0},,5036919
39,,[r2, r3, r1],,[1095559670, 622, 520952682],,{maxSucc=63.135946840265845, minTravel=681.0},,5039429
39,,[r2, r3, r1],,[1242754524, 665, 399390835],,{maxSucc=63.135946840265866, minTravel=659.0},,5064229
39,,[r2, r3, r1],,[891721030, 258, 448379392],,{maxSucc=63.135946840265866, minTravel=725.0},,5079009
39,,[r2, r3, r1],,[1846445472, 400, 761844250],,{maxSucc=63.13594684026588, minTravel=759.0},,5081446
39,,[r2, r3, r1],,[309352667, 377, 1516989425],,{maxSucc=63.135946840265866, minTravel=671.0},,5083951
39,,[r2, r3, r1],,[882180831, 183, 148563153],,{maxSucc=63.135946840265866, minTravel=716.0},,5089414
39,,[r2, r3, r1],,[379651532, 459, 1925671127],,{maxSucc=63.135946840265866, minTravel=806.0},,5094807
39,,[r2, r3, r1],,[1227555127, 502, 245828305],,{maxSucc=63.135946840265866, minTravel=792.0},,5097369
39,,[r2, r3, r1],,[689138235, 633, 770697396],,{maxSucc=63.135946840265866, minTravel=711.0},,5100002
39,,[r2, r3, r1],,[838419370, 698, 581062417],,{maxSucc=63.135946840265866, minTravel=792.0},,5102631
39,,[r2, r3, r1],,[267535630, 363, 1637106977],,{maxSucc=63.135946840265866, minTravel=774.0},,5107644
39,,[r2, r3, r1],,[1508687389, 534, 925276800],,{maxSucc=63.135946840265866, minTravel=768.0},,5110217
39,,[r2, r3, r1],,[1189246578, 519, 348613716],,{maxSucc=63.13594684026588, minTravel=831.0},,5112007
39,,[r2, r3, r1],,[190953732, 154, 22904906],,{maxSucc=63.135946840265866, minTravel=744.0},,5117333
39,,[r2, r3, r1],,[1829825833, 307, 378433158],,{maxSucc=63.135946840265866, minTravel=744.0},,5120040
39,,[r2, r3, r1],,[1654673060, 126, 1910746050],,{maxSucc=63.135946840265866, minTravel=742.0},,5122488
39,,[r2, r3, r1],,[488706582, 649, 585140953],,{maxSucc=63.13594684026588, minTravel=710.0},,5130262
39,,[r2, r3, r1],,[199603575, 388, 1786575066],,{maxSucc=63.13594684026588, minTravel=735.0},,5132888
40,,[r2, r3, r1],,[1145443619, 25, 206899039],,{maxSucc=63.13594684026588, minTravel=692.0},,5135521
40,,[r2, r3, r1],,[1077325439, 88, 1982481277],,{maxSucc=63.135946840265866, minTravel=812.0},,5145700
40,,[r2, r3, r1],,[728698327, 560, 129668709],,{maxSucc=63.135946840265866, minTravel=699.0},,5148515
40,,[r2, r3, r1],,[1999773597, 686, 599942161],,{maxSucc=63.135946840265866, minTravel=647.0},,5156533
40,,[r2, r3, r1],,[1110071352, 588, 895388303],,{maxSucc=63.135946840265866, minTravel=738.0},,5164488
40,,[r2, r3, r1],,[466039682, 152, 44110489],,{maxSucc=63.13594684026588, minTravel=748.0},,5171217
40,,[r2, r3, r1],,[324150225, 330, 893633648],,{maxSucc=63.135946840265866, minTravel=807.0},,5173993
40,,[r2, r3, r1],,[1436818921, 124, 549968725],,{maxSucc=63.135946840265866, minTravel=725.0},,5176561
40,,[r2, r3, r1],,[1549753397, 184, 1520304799],,{maxSucc=63.135946840265866, minTravel=745.0},,5187254
40,,[r2, r3, r1],,[33914383, 190, 1222851516],,{maxSucc=63.135946840265866, minTravel=675.0},,5190096
40,,[r2, r3, r1],,[595409975, 315, 1158411123],,{maxSucc=63.135946840265866, minTravel=695.0},,5198254
40,,[r2, r3, r1],,[344583608, 700, 1381320782],,{maxSucc=63.13594684026588, minTravel=782.0},,5205435
40,,[r2, r3, r1],,[133320388, 127, 858021307],,{maxSucc=63.135946840265866, minTravel=715.0},,5208087
40,,[r2, r3, r1],,[1062061117, 29, 165328560],,{maxSucc=63.135946840265866, minTravel=797.0},,5210811
40,,[r2, r3, r1],,[440954976, 601, 1854547361],,{maxSucc=63.13594684026588, minTravel=820.0},,5213519
40,,[r2, r3, r1],,[463769058, 305, 986176138],,{maxSucc=63.135946840265866, minTravel=819.0},,5216135
40,,[r2, r3, r1],,[789578299, 264, 1809265997],,{maxSucc=63.135946840265866, minTravel=735.0},,5221500
40,,[r2, r3, r1],,[1711849643, 88, 1271951231],,{maxSucc=63.135946840265866, minTravel=682.0},,5224238
40,,[r2, r3, r1],,[1738891933, 648, 1443739961],,{maxSucc=63.135946840265866, minTravel=756.0},,5227029
40,,[r2, r3, r1],,[1701675950, 637, 685263904],,{maxSucc=63.135946840265866, minTravel=808.0},,5232768
40,,[r2, r3, r1],,[1918389347, 320, 1745052682],,{maxSucc=63.13594684026588, minTravel=768.0},,5238219
40,,[r2, r3, r1],,[878554905, 406, 312774990],,{maxSucc=63.135946840265866, minTravel=741.0},,5241692
40,,[r2, r3, r1],,[1695860289, 468, 776318959],,{maxSucc=63.135946840265866, minTravel=851.0},,5244631
40,,[r2, r3, r1],,[1252744365, 205, 367469958],,{maxSucc=63.135946840265866, minTravel=778.0},,5249972
40,,[r2, r3, r1],,[1632006710, 266, 1938414656],,{maxSucc=63.13594684026585, minTravel=779.0},,5252999
40,,[r2, r3, r1],,[1443514808, 231, 706994301],,{maxSucc=63.135946840265866, minTravel=748.0},,5258400
40,,[r2, r3, r1],,[1533039963, 99, 353645485],,{maxSucc=63.135946840265866, minTravel=807.0},,5261055
40,,[r2, r3, r1],,[1716832556, 220, 1834574556],,{maxSucc=63.135946840265866, minTravel=788.0},,5272329
41,,[r2, r3, r1],,[1679333216, 606, 311340136],,{maxSucc=63.135946840265866, minTravel=741.0},,5275966
41,,[r2, r3, r1],,[1833300284, 614, 864761244],,{maxSucc=63.13594684026585, minTravel=803.0},,5282167
41,,[r2, r3, r1],,[792714905, 565, 544173827],,{maxSucc=63.135946840265866, minTravel=859.0},,5287826
41,,[r2, r3, r1],,[136172997, 186, 1539307967],,{maxSucc=63.13594684026585, minTravel=794.0},,5290639
41,,[r2, r3, r1],,[1307839907, 571, 1000961648],,{maxSucc=63.135946840265866, minTravel=792.0},,5293047
41,,[r2, r3, r1],,[317795669, 618, 1617178632],,{maxSucc=63.135946840265866, minTravel=802.0},,5295575
41,,[r2, r3, r1],,[1275401459, 24, 516769315],,{maxSucc=63.13594684026585, minTravel=795.0},,5303071
41,,[r2, r3, r1],,[445001942, 237, 1728159509],,{maxSucc=63.135946840265866, minTravel=765.0},,5313433
41,,[r2, r3, r1],,[33844942, 415, 854388932],,{maxSucc=63.135946840265866, minTravel=811.0},,5325684
41,,[r2, r3, r1],,[1801707937, 228, 1497687979],,{maxSucc=63.135946840265866, minTravel=817.0},,5330508
41,,[r2, r3, r1],,[445781559, 625, 1721764367],,{maxSucc=63.135946840265866, minTravel=716.0},,5333229
41,,[r2, r3, r1],,[1906026377, 313, 441898112],,{maxSucc=63.13594684026588, minTravel=696.0},,5341544
41,,[r2, r3, r1],,[328052793, 320, 45830744],,{maxSucc=63.135946840265866, minTravel=742.0},,5344270
41,,[r2, r3, r1],,[1839370147, 468, 1379085819],,{maxSucc=63.13594684026585, minTravel=731.0},,5346913
41,,[r2, r3, r1],,[838582467, 200, 1850313202],,{maxSucc=63.13594684026588, minTravel=732.0},,5353751
41,,[r2, r3, r1],,[12451293, 19, 955512859],,{maxSucc=63.13594684026588, minTravel=869.0},,5360848
41,,[r2, r3, r1],,[1266645829, 451, 1459612955],,{maxSucc=63.135946840265866, minTravel=776.0},,5363553
41,,[r2, r3, r1],,[1938531150, 454, 1331456795],,{maxSucc=63.135946840265866, minTravel=733.0},,5375658
41,,[r2, r3, r1],,[163016977, 612, 844373572],,{maxSucc=63.13594684026588, minTravel=768.0},,5378381
41,,[r2, r3, r1],,[409577867, 423, 645740458],,{maxSucc=63.13594684026585, minTravel=789.0},,5382884
41,,[r2, r3, r1],,[1429107248, 631, 867960398],,{maxSucc=63.13594684026588, minTravel=695.0},,5393207
41,,[r2, r3, r1],,[419394602, 622, 1883857463],,{maxSucc=63.135946840265866, minTravel=718.0},,5395811
41,,[r2, r3, r1],,[968905841, 409, 1140390482],,{maxSucc=63.135946840265866, minTravel=770.0},,5398520
41,,[r2, r3, r1],,[363253310, 162, 1649537808],,{maxSucc=63.135946840265866, minTravel=764.0},,5401238
41,,[r2, r3, r1],,[688422873, 200, 1214880532],,{maxSucc=63.135946840265866, minTravel=762.0},,5403918
41,,[r2, r3, r1],,[1661728107, 562, 333775283],,{maxSucc=63.135946840265866, minTravel=838.0},,5408177
42,,[r2, r3, r1],,[1887767918, 687, 1901534578],,{maxSucc=63.135946840265866, minTravel=750.0},,5414300
42,,[r2, r3, r1],,[309936798, 325, 650201677],,{maxSucc=63.135946840265866, minTravel=835.0},,5423731
42,,[r2, r3, r1],,[118603416, 653, 51044085],,{maxSucc=63.135946840265866, minTravel=768.0},,5429280
42,,[r2, r3, r1],,[27552138, 412, 1447639168],,{maxSucc=63.13594684026588, minTravel=699.0},,5431997
42,,[r2, r3, r1],,[749280214, 199, 29622046],,{maxSucc=63.135946840265866, minTravel=688.0},,5442665
42,,[r2, r3, r1],,[971312715, 588, 603582748],,{maxSucc=63.135946840265866, minTravel=637.0},,5449582
42,,[r2, r3, r1],,[470080426, 642, 1839591001],,{maxSucc=63.135946840265866, minTravel=745.0},,5453439
42,,[r2, r3, r1],,[859533496, 274, 766864797],,{maxSucc=63.13594684026588, minTravel=780.0},,5459772
42,,[r2, r3, r1],,[1093117537, 658, 1259165397],,{maxSucc=63.135946840265866, minTravel=787.0},,5470046
42,,[r2, r3, r1],,[1445376569, 521, 1851465307],,{maxSucc=63.13594684026588, minTravel=825.0},,5475225
42,,[r2, r3, r1],,[1476982853, 246, 1631028353],,{maxSucc=63.13594684026588, minTravel=697.0},,5480344
42,,[r2, r3, r1],,[1482188021, 269, 1576888432],,{maxSucc=63.135946840265866, minTravel=797.0},,5483036
42,,[r2, r3, r1],,[1147963036, 689, 1565289703],,{maxSucc=63.135946840265866, minTravel=713.0},,5485923
42,,[r2, r3, r1],,[1699248714, 702, 1766512048],,{maxSucc=63.135946840265866, minTravel=770.0},,5493740
42,,[r2, r3, r1],,[1146873380, 105, 1053058874],,{maxSucc=63.135946840265866, minTravel=827.0},,5501846
42,,[r2, r3, r1],,[1865346780, 126, 90362118],,{maxSucc=63.13594684026588, minTravel=811.0},,5504419
42,,[r2, r3, r1],,[1183000819, 595, 1271546037],,{maxSucc=63.135946840265866, minTravel=825.0},,5506973
42,,[r2, r3, r1],,[707162075, 189, 1879790936],,{maxSucc=63.135946840265866, minTravel=787.0},,5509573
42,,[r2, r3, r1],,[1450103842, 189, 350921773],,{maxSucc=63.135946840265866, minTravel=844.0},,5512248
42,,[r2, r3, r1],,[1699749936, 377, 1699455976],,{maxSucc=63.135946840265866, minTravel=852.0},,5514526
42,,[r2, r3, r1],,[1181178231, 143, 1580330987],,{maxSucc=63.135946840265866, minTravel=740.0},,5527908
42,,[r2, r3, r1],,[711990041, 528, 1995332919],,{maxSucc=63.135946840265866, minTravel=714.0},,5531260
42,,[r2, r3, r1],,[1809034955, 145, 1447997705],,{maxSucc=63.13594684026585, minTravel=622.0},,5540146
42,,[r2, r3, r1],,[1526367716, 710, 461112383],,{maxSucc=63.135946840265866, minTravel=714.0},,5545557
42,,[r2, r3, r1],,[49821471, 269, 549520679],,{maxSucc=63.135946840265866, minTravel=786.0},,5548361
42,,[r2, r3, r1],,[525645182, 18, 1083809479],,{maxSucc=63.135946840265866, minTravel=696.0},,5550733
43,,[r2, r3, r1],,[1170776912, 672, 639261487],,{maxSucc=63.135946840265866, minTravel=773.0},,5558430
43,,[r2, r3, r1],,[875940161, 581, 813730670],,{maxSucc=63.13594684026585, minTravel=827.0},,5567604
43,,[r2, r3, r1],,[1133857741, 367, 1949774542],,{maxSucc=63.135946840265866, minTravel=683.0},,5572844
43,,[r2, r3, r1],,[305397310, 25, 325670286],,{maxSucc=63.135946840265866, minTravel=761.0},,5580427
43,,[r2, r3, r1],,[1790741779, 468, 664453550],,{maxSucc=63.13594684026588, minTravel=814.0},,5585160
43,,[r2, r3, r1],,[1543308677, 671, 32951132],,{maxSucc=63.135946840265866, minTravel=726.0},,5587663
43,,[r2, r3, r1],,[1901566519, 62, 850529694],,{maxSucc=63.135946840265866, minTravel=752.0},,5590359
43,,[r2, r3, r1],,[13850645, 680, 1492612658],,{maxSucc=63.13594684026585, minTravel=781.0},,5600856
43,,[r2, r3, r1],,[30170801, 175, 1733668463],,{maxSucc=63.135946840265866, minTravel=751.0},,5606223
43,,[r2, r3, r1],,[1820497318, 253, 542527860],,{maxSucc=63.13594684026588, minTravel=783.0},,5609629
43,,[r2, r3, r1],,[1921121262, 453, 1628612034],,{maxSucc=63.135946840265866, minTravel=789.0},,5629650
43,,[r2, r3, r1],,[1986546598, 43, 727986676],,{maxSucc=63.13594684026588, minTravel=786.0},,5632183
43,,[r2, r3, r1],,[224216231, 311, 643152332],,{maxSucc=63.135946840265866, minTravel=721.0},,5634727
43,,[r2, r3, r1],,[1760829946, 573, 1473789560],,{maxSucc=63.135946840265866, minTravel=815.0},,5639863
43,,[r2, r3, r1],,[990008712, 618, 1755213259],,{maxSucc=63.135946840265866, minTravel=754.0},,5644837
43,,[r2, r3, r1],,[642403405, 423, 1431733872],,{maxSucc=63.135946840265866, minTravel=863.0},,5647500
43,,[r2, r3, r1],,[1829049388, 626, 1293141857],,{maxSucc=63.135946840265866, minTravel=737.0},,5652582
43,,[r2, r3, r1],,[1324746348, 263, 1173720644],,{maxSucc=63.13594684026588, minTravel=663.0},,5655195
43,,[r2, r3, r1],,[835466248, 103, 530359070],,{maxSucc=63.135946840265866, minTravel=746.0},,5660396
43,,[r2, r3, r1],,[719208298, 328, 611237743],,{maxSucc=63.135946840265866, minTravel=733.0},,5662933
43,,[r2, r3, r1],,[508054817, 521, 954000570],,{maxSucc=63.13594684026585, minTravel=729.0},,5665465
43,,[r2, r3, r1],,[1847244632, 492, 1994929112],,{maxSucc=63.135946840265866, minTravel=780.0},,5670937
43,,[r2, r3, r1],,[880703286, 347, 959300312],,{maxSucc=63.135946840265866, minTravel=801.0},,5677765
43,,[r2, r3, r1],,[1403358656, 649, 279964845],,{maxSucc=63.135946840265866, minTravel=754.0},,5683064
44,,[r2, r3, r1],,[1054400182, 102, 361927620],,{maxSucc=63.135946840265866, minTravel=715.0},,5694260
44,,[r2, r3, r1],,[1491855352, 90, 1066316813],,{maxSucc=63.135946840265866, minTravel=766.0},,5702661
44,,[r2, r3, r1],,[1807811049, 63, 1886654098],,{maxSucc=63.135946840265866, minTravel=740.0},,5730794
