alloc,,robots,,perm,,reason,,time
1,,[r3, r4, r5, r1],,[1, 2, 2, 286810],,noPlanSynthesised,,2501
1,,[r3, r4, r5, r1],,[1, 1, 1, 261025],,noPlanSynthesised,,157948
1,,[r3, r4, r5, r1],,[2, 1, 2, 312820],,noPlanSynthesised,,158375
1,,[r3, r4, r5, r1],,[1, 2, 1, 346160],,noPlanSynthesised,,158894
1,,[r3, r4, r5, r1],,[2, 2, 1, 279671],,noPlanSynthesised,,159376
1,,[r3, r4, r5, r1],,[1, 1, 1, 253113],,noPlanSynthesised,,159884
1,,[r3, r4, r5, r1],,[2, 2, 1, 36105],,noPlanSynthesised,,160327
1,,[r3, r4, r5, r1],,[2, 2, 1, 65165],,noPlanSynthesised,,160787
1,,[r3, r4, r5, r1],,[2, 2, 1, 126096],,noPlanSynthesised,,161209
1,,[r3, r4, r5, r1],,[2, 1, 1, 339762],,noPlanSynthesised,,161801
1,,[r3, r4, r5, r1],,[2, 2, 1, 128703],,noPlanSynthesised,,162253
1,,[r3, r4, r5, r1],,[2, 1, 2, 1308],,noPlanSynthesised,,162746
1,,[r3, r4, r5, r1],,[2, 1, 2, 325853],,noPlanSynthesised,,163202
1,,[r3, r4, r5, r1],,[2, 1, 1, 173044],,noPlanSynthesised,,163853
1,,[r3, r4, r5, r1],,[2, 2, 1, 69637],,noPlanSynthesised,,164241
1,,[r3, r4, r5, r1],,[1, 1, 1, 124757],,noPlanSynthesised,,164711
1,,[r3, r4, r5, r1],,[1, 2, 2, 202848],,noPlanSynthesised,,165121
1,,[r3, r4, r5, r1],,[2, 1, 1, 70153],,noPlanSynthesised,,165609
1,,[r3, r4, r5, r1],,[2, 1, 2, 257772],,noPlanSynthesised,,166089
1,,[r3, r4, r5, r1],,[2, 1, 1, 357968],,noPlanSynthesised,,166613
1,,[r3, r4, r5, r1],,[2, 2, 1, 352568],,noPlanSynthesised,,167018
1,,[r3, r4, r5, r1],,[2, 2, 2, 109080],,noPlanSynthesised,,167748
1,,[r3, r4, r5, r1],,[2, 2, 1, 103589],,noPlanSynthesised,,168181
1,,[r3, r4, r5, r1],,[2, 1, 1, 290117],,noPlanSynthesised,,168587
1,,[r3, r4, r5, r1],,[1, 2, 2, 246822],,noPlanSynthesised,,168964
1,,[r3, r4, r5, r1],,[2, 2, 2, 80106],,noPlanSynthesised,,169340
1,,[r3, r4, r5, r1],,[2, 2, 2, 218240],,noPlanSynthesised,,169702
1,,[r3, r4, r5, r1],,[1, 1, 1, 218894],,noPlanSynthesised,,170227
1,,[r3, r4, r5, r1],,[1, 2, 1, 285194],,noPlanSynthesised,,170627
1,,[r3, r4, r5, r1],,[1, 2, 2, 240360],,noPlanSynthesised,,171080
1,,[r3, r4, r5, r1],,[2, 2, 1, 54382],,noPlanSynthesised,,171520
1,,[r3, r4, r5, r1],,[1, 1, 2, 26019],,noPlanSynthesised,,171931
1,,[r3, r4, r5, r1],,[2, 2, 1, 154853],,noPlanSynthesised,,172374
1,,[r3, r4, r5, r1],,[1, 2, 1, 130714],,noPlanSynthesised,,172827
1,,[r3, r4, r5, r1],,[2, 1, 1, 23295],,noPlanSynthesised,,173232
1,,[r3, r4, r5, r1],,[1, 2, 1, 23964],,noPlanSynthesised,,173617
1,,[r3, r4, r5, r1],,[1, 1, 2, 249048],,noPlanSynthesised,,174020
1,,[r3, r4, r5, r1],,[1, 2, 2, 60585],,noPlanSynthesised,,174449
1,,[r3, r4, r5, r1],,[1, 1, 2, 24419],,noPlanSynthesised,,175014
1,,[r3, r4, r5, r1],,[1, 1, 1, 221106],,noPlanSynthesised,,175505
1,,[r3, r4, r5, r1],,[1, 1, 1, 124067],,noPlanSynthesised,,176147
1,,[r3, r4, r5, r1],,[1, 1, 2, 281180],,noPlanSynthesised,,176637
1,,[r3, r4, r5, r1],,[1, 1, 2, 167148],,noPlanSynthesised,,177131
1,,[r3, r4, r5, r1],,[1, 1, 1, 266941],,noPlanSynthesised,,177913
1,,[r3, r4, r5, r1],,[1, 2, 2, 119718],,noPlanSynthesised,,178326
1,,[r3, r4, r5, r1],,[2, 1, 2, 52125],,noPlanSynthesised,,178813
1,,[r3, r4, r5, r1],,[2, 2, 1, 77194],,noPlanSynthesised,,179390
1,,[r3, r4, r5, r1],,[2, 2, 1, 50614],,noPlanSynthesised,,179802
1,,[r3, r4, r5, r1],,[1, 2, 1, 305122],,noPlanSynthesised,,180195
1,,[r3, r4, r5, r1],,[2, 2, 1, 274292],,noPlanSynthesised,,180590
1,,[r3, r4, r5, r1],,[1, 2, 2, 45005],,noPlanSynthesised,,181108
1,,[r3, r4, r5, r1],,[2, 1, 2, 53558],,noPlanSynthesised,,181550
1,,[r3, r4, r5, r1],,[2, 2, 2, 313464],,noPlanSynthesised,,181996
1,,[r3, r4, r5, r1],,[2, 2, 2, 217866],,noPlanSynthesised,,182526
1,,[r3, r4, r5, r1],,[2, 2, 2, 229989],,noPlanSynthesised,,182922
1,,[r3, r4, r5, r1],,[2, 2, 1, 196724],,noPlanSynthesised,,183305
1,,[r3, r4, r5, r1],,[2, 1, 1, 295975],,noPlanSynthesised,,183748
1,,[r3, r4, r5, r1],,[2, 2, 1, 23079],,noPlanSynthesised,,184240
1,,[r3, r4, r5, r1],,[1, 1, 1, 309284],,noPlanSynthesised,,184725
1,,[r3, r4, r5, r1],,[1, 1, 2, 253641],,noPlanSynthesised,,185124
1,,[r3, r4, r5, r1],,[2, 2, 2, 290513],,noPlanSynthesised,,185531
1,,[r3, r4, r5, r1],,[2, 2, 1, 169267],,noPlanSynthesised,,185956
1,,[r3, r4, r5, r1],,[2, 2, 2, 119289],,noPlanSynthesised,,186443
1,,[r3, r4, r5, r1],,[2, 2, 2, 231599],,noPlanSynthesised,,186844
1,,[r3, r4, r5, r1],,[2, 2, 2, 187766],,noPlanSynthesised,,187244
1,,[r3, r4, r5, r1],,[1, 2, 2, 50872],,noPlanSynthesised,,187701
1,,[r3, r4, r5, r1],,[2, 2, 1, 313462],,noPlanSynthesised,,188145
1,,[r3, r4, r5, r1],,[2, 1, 2, 98492],,noPlanSynthesised,,188728
1,,[r3, r4, r5, r1],,[2, 1, 1, 314934],,noPlanSynthesised,,189236
1,,[r3, r4, r5, r1],,[2, 2, 1, 225757],,noPlanSynthesised,,189608
1,,[r3, r4, r5, r1],,[1, 1, 1, 53962],,noPlanSynthesised,,190065
1,,[r3, r4, r5, r1],,[2, 1, 1, 141739],,noPlanSynthesised,,190515
1,,[r3, r4, r5, r1],,[2, 1, 2, 160467],,noPlanSynthesised,,190903
1,,[r3, r4, r5, r1],,[2, 1, 1, 49131],,noPlanSynthesised,,191403
1,,[r3, r4, r5, r1],,[2, 2, 1, 57158],,noPlanSynthesised,,191836
1,,[r3, r4, r5, r1],,[2, 2, 1, 108627],,noPlanSynthesised,,192280
1,,[r3, r4, r5, r1],,[2, 2, 2, 39723],,noPlanSynthesised,,192639
1,,[r3, r4, r5, r1],,[2, 1, 2, 37322],,noPlanSynthesised,,192953
1,,[r3, r4, r5, r1],,[2, 2, 1, 248283],,noPlanSynthesised,,193322
1,,[r3, r4, r5, r1],,[2, 2, 1, 126124],,noPlanSynthesised,,193696
1,,[r3, r4, r5, r1],,[2, 2, 2, 300865],,noPlanSynthesised,,194111
1,,[r3, r4, r5, r1],,[1, 2, 2, 251524],,noPlanSynthesised,,194719
1,,[r3, r4, r5, r1],,[1, 2, 1, 80538],,noPlanSynthesised,,195090
1,,[r3, r4, r5, r1],,[2, 2, 1, 38864],,noPlanSynthesised,,195484
1,,[r3, r4, r5, r1],,[2, 1, 2, 26932],,noPlanSynthesised,,195852
1,,[r3, r4, r5, r1],,[1, 1, 2, 275137],,noPlanSynthesised,,196272
1,,[r3, r4, r5, r1],,[2, 1, 1, 233522],,noPlanSynthesised,,196720
1,,[r3, r4, r5, r1],,[1, 2, 1, 262647],,noPlanSynthesised,,197121
1,,[r3, r4, r5, r1],,[1, 2, 2, 179525],,noPlanSynthesised,,197515
1,,[r3, r4, r5, r1],,[2, 1, 1, 159816],,noPlanSynthesised,,198038
1,,[r3, r4, r5, r1],,[2, 1, 2, 13684],,noPlanSynthesised,,198473
1,,[r3, r4, r5, r1],,[1, 1, 1, 289785],,noPlanSynthesised,,198956
1,,[r3, r4, r5, r1],,[2, 1, 2, 51669],,noPlanSynthesised,,199401
1,,[r3, r4, r5, r1],,[1, 2, 1, 353667],,noPlanSynthesised,,199834
1,,[r3, r4, r5, r1],,[2, 2, 1, 159697],,noPlanSynthesised,,200219
1,,[r3, r4, r5, r1],,[2, 2, 2, 100815],,noPlanSynthesised,,200625
1,,[r3, r4, r5, r1],,[1, 2, 1, 303715],,noPlanSynthesised,,201225
1,,[r3, r4, r5, r1],,[1, 1, 1, 86010],,noPlanSynthesised,,201652
1,,[r3, r4, r5, r1],,[1, 2, 1, 317529],,noPlanSynthesised,,202050
1,,[r3, r4, r5, r1],,[1, 1, 1, 71697],,noPlanSynthesised,,202591
1,,[r3, r4, r5, r1],,[2, 2, 2, 300945],,noPlanSynthesised,,202995
1,,[r3, r4, r5, r1],,[1, 1, 1, 349653],,noPlanSynthesised,,203438
1,,[r3, r4, r5, r1],,[1, 2, 2, 57277],,noPlanSynthesised,,203994
1,,[r3, r4, r5, r1],,[1, 2, 2, 99064],,noPlanSynthesised,,204574
1,,[r3, r4, r5, r1],,[1, 1, 1, 22047],,noPlanSynthesised,,205086
1,,[r3, r4, r5, r1],,[1, 2, 2, 207070],,noPlanSynthesised,,205496
1,,[r3, r4, r5, r1],,[2, 1, 1, 59213],,noPlanSynthesised,,205954
1,,[r3, r4, r5, r1],,[1, 2, 1, 122461],,noPlanSynthesised,,206378
1,,[r3, r4, r5, r1],,[2, 2, 1, 123501],,noPlanSynthesised,,206783
1,,[r3, r4, r5, r1],,[2, 2, 1, 1020],,noPlanSynthesised,,207210
1,,[r3, r4, r5, r1],,[2, 2, 1, 343673],,noPlanSynthesised,,207689
1,,[r3, r4, r5, r1],,[1, 2, 2, 85303],,noPlanSynthesised,,208476
1,,[r3, r4, r5, r1],,[1, 2, 1, 289660],,noPlanSynthesised,,209446
1,,[r3, r4, r5, r1],,[2, 2, 1, 258617],,noPlanSynthesised,,210286
1,,[r3, r4, r5, r1],,[2, 1, 1, 175699],,noPlanSynthesised,,211177
1,,[r3, r4, r5, r1],,[2, 1, 2, 41887],,noPlanSynthesised,,211599
1,,[r3, r4, r5, r1],,[1, 2, 1, 318701],,noPlanSynthesised,,212000
1,,[r3, r4, r5, r1],,[2, 2, 1, 168635],,noPlanSynthesised,,212454
1,,[r3, r4, r5, r1],,[1, 2, 2, 88715],,noPlanSynthesised,,212974
1,,[r3, r4, r5, r1],,[1, 1, 1, 206287],,noPlanSynthesised,,213589
1,,[r3, r4, r5, r1],,[2, 2, 2, 304768],,noPlanSynthesised,,213970
1,,[r3, r4, r5, r1],,[2, 2, 1, 8269],,noPlanSynthesised,,214318
1,,[r3, r4, r5, r1],,[2, 1, 1, 112241],,noPlanSynthesised,,214741
1,,[r3, r4, r5, r1],,[2, 2, 2, 18077],,noPlanSynthesised,,215164
1,,[r3, r4, r5, r1],,[2, 1, 2, 153749],,noPlanSynthesised,,215611
1,,[r3, r4, r5, r1],,[1, 1, 2, 289367],,noPlanSynthesised,,215970
1,,[r3, r4, r5, r1],,[2, 1, 2, 315637],,noPlanSynthesised,,216339
1,,[r3, r4, r5, r1],,[2, 2, 1, 312708],,noPlanSynthesised,,216721
1,,[r3, r4, r5, r1],,[1, 1, 2, 93229],,noPlanSynthesised,,217155
1,,[r3, r4, r5, r1],,[1, 2, 2, 326624],,noPlanSynthesised,,217642
1,,[r3, r4, r5, r1],,[1, 2, 2, 109865],,noPlanSynthesised,,218080
1,,[r3, r4, r5, r1],,[2, 1, 1, 355867],,noPlanSynthesised,,218673
1,,[r3, r4, r5, r1],,[1, 2, 1, 299368],,noPlanSynthesised,,219289
1,,[r3, r4, r5, r1],,[2, 1, 2, 308499],,noPlanSynthesised,,219744
1,,[r3, r4, r5, r1],,[2, 1, 2, 59964],,noPlanSynthesised,,220189
1,,[r3, r4, r5, r1],,[2, 1, 1, 340250],,noPlanSynthesised,,220641
1,,[r3, r4, r5, r1],,[1, 2, 2, 271752],,noPlanSynthesised,,221073
1,,[r3, r4, r5, r1],,[1, 1, 2, 78134],,noPlanSynthesised,,221527
1,,[r3, r4, r5, r1],,[2, 2, 2, 11904],,noPlanSynthesised,,221977
1,,[r3, r4, r5, r1],,[2, 2, 1, 236507],,noPlanSynthesised,,222473
1,,[r3, r4, r5, r1],,[2, 1, 1, 333035],,noPlanSynthesised,,223345
1,,[r3, r4, r5, r1],,[2, 2, 1, 175539],,noPlanSynthesised,,224028
1,,[r3, r4, r5, r1],,[2, 2, 1, 165988],,noPlanSynthesised,,224631
1,,[r3, r4, r5, r1],,[2, 2, 2, 134614],,noPlanSynthesised,,225473
1,,[r3, r4, r5, r1],,[2, 2, 1, 98452],,noPlanSynthesised,,225949
1,,[r3, r4, r5, r1],,[2, 2, 1, 22033],,noPlanSynthesised,,226366
1,,[r3, r4, r5, r1],,[2, 1, 2, 294009],,noPlanSynthesised,,227074
1,,[r3, r4, r5, r1],,[2, 1, 1, 164771],,noPlanSynthesised,,227708
1,,[r3, r4, r5, r1],,[2, 2, 1, 22434],,noPlanSynthesised,,228172
1,,[r3, r4, r5, r1],,[2, 1, 2, 270971],,noPlanSynthesised,,228617
1,,[r3, r4, r5, r1],,[1, 2, 2, 204016],,noPlanSynthesised,,229061
1,,[r3, r4, r5, r1],,[1, 2, 1, 71547],,noPlanSynthesised,,229513
1,,[r3, r4, r5, r1],,[2, 2, 1, 240983],,noPlanSynthesised,,229934
1,,[r3, r4, r5, r1],,[1, 1, 1, 192823],,noPlanSynthesised,,230447
1,,[r3, r4, r5, r1],,[2, 2, 1, 55322],,noPlanSynthesised,,230899
1,,[r3, r4, r5, r1],,[2, 2, 1, 20790],,noPlanSynthesised,,231328
1,,[r3, r4, r5, r1],,[2, 2, 2, 15633],,noPlanSynthesised,,232034
1,,[r3, r4, r5, r1],,[1, 1, 1, 41775],,noPlanSynthesised,,232744
1,,[r3, r4, r5, r1],,[2, 1, 2, 101606],,noPlanSynthesised,,233280
1,,[r3, r4, r5, r1],,[1, 2, 2, 353741],,noPlanSynthesised,,233744
1,,[r3, r4, r5, r1],,[1, 1, 2, 122835],,noPlanSynthesised,,234217
1,,[r3, r4, r5, r1],,[1, 1, 1, 340460],,noPlanSynthesised,,234644
1,,[r3, r4, r5, r1],,[2, 1, 1, 15589],,noPlanSynthesised,,235130
1,,[r3, r4, r5, r1],,[2, 1, 1, 192985],,noPlanSynthesised,,235594
1,,[r3, r4, r5, r1],,[1, 1, 1, 62140],,noPlanSynthesised,,236149
1,,[r3, r4, r5, r1],,[1, 2, 2, 27668],,noPlanSynthesised,,236653
1,,[r3, r4, r5, r1],,[2, 1, 1, 176840],,noPlanSynthesised,,237124
1,,[r3, r4, r5, r1],,[1, 2, 2, 176017],,noPlanSynthesised,,237555
1,,[r3, r4, r5, r1],,[1, 1, 1, 351245],,noPlanSynthesised,,238071
1,,[r3, r4, r5, r1],,[1, 2, 1, 140786],,noPlanSynthesised,,238575
1,,[r3, r4, r5, r1],,[2, 2, 2, 215775],,noPlanSynthesised,,239438
1,,[r3, r4, r5, r1],,[2, 2, 1, 331086],,noPlanSynthesised,,239878
1,,[r3, r4, r5, r1],,[1, 2, 2, 27174],,noPlanSynthesised,,240345
1,,[r3, r4, r5, r1],,[2, 1, 1, 241517],,noPlanSynthesised,,240877
1,,[r3, r4, r5, r1],,[1, 1, 1, 362011],,noPlanSynthesised,,241457
1,,[r3, r4, r5, r1],,[1, 2, 1, 284809],,noPlanSynthesised,,241922
1,,[r3, r4, r5, r1],,[2, 2, 1, 165385],,noPlanSynthesised,,242386
1,,[r3, r4, r5, r1],,[2, 1, 1, 286095],,noPlanSynthesised,,242820
1,,[r3, r4, r5, r1],,[2, 2, 2, 305036],,noPlanSynthesised,,243265
1,,[r3, r4, r5, r1],,[1, 2, 2, 93915],,noPlanSynthesised,,243740
1,,[r3, r4, r5, r1],,[1, 2, 2, 49108],,noPlanSynthesised,,244268
1,,[r3, r4, r5, r1],,[2, 2, 2, 124927],,noPlanSynthesised,,244783
1,,[r3, r4, r5, r1],,[1, 1, 1, 46819],,noPlanSynthesised,,245715
1,,[r3, r4, r5, r1],,[2, 2, 1, 83324],,noPlanSynthesised,,246241
1,,[r3, r4, r5, r1],,[2, 2, 1, 46538],,noPlanSynthesised,,246717
1,,[r3, r4, r5, r1],,[2, 1, 2, 202886],,noPlanSynthesised,,247097
1,,[r3, r4, r5, r1],,[2, 1, 1, 256880],,noPlanSynthesised,,247592
1,,[r3, r4, r5, r1],,[1, 2, 2, 297411],,noPlanSynthesised,,248023
1,,[r3, r4, r5, r1],,[2, 2, 2, 225354],,noPlanSynthesised,,248548
1,,[r3, r4, r5, r1],,[1, 2, 2, 19852],,noPlanSynthesised,,249086
1,,[r3, r4, r5, r1],,[1, 1, 2, 217123],,noPlanSynthesised,,249583
2,,[r3, r4, r5, r1],,[1, 1, 1, 2647467],,noPlanSynthesised,,250728
2,,[r3, r4, r5, r1],,[1, 2, 2, 2011605],,noPlanSynthesised,,251083
2,,[r3, r4, r5, r1],,[1, 1, 2, 2455835],,noPlanSynthesised,,251415
2,,[r3, r4, r5, r1],,[1, 2, 1, 1131534],,noPlanSynthesised,,251784
2,,[r3, r4, r5, r1],,[1, 1, 1, 1985355],,noPlanSynthesised,,252201
2,,[r3, r4, r5, r1],,[1, 1, 1, 1819660],,noPlanSynthesised,,252808
2,,[r3, r4, r5, r1],,[1, 1, 2, 2280410],,noPlanSynthesised,,253352
2,,[r3, r4, r5, r1],,[1, 2, 2, 1333856],,noPlanSynthesised,,253868
2,,[r3, r4, r5, r1],,[1, 1, 2, 2956636],,noPlanSynthesised,,254294
2,,[r3, r4, r5, r1],,[1, 2, 1, 2447022],,noPlanSynthesised,,254712
2,,[r3, r4, r5, r1],,[1, 2, 1, 3617171],,noPlanSynthesised,,255088
2,,[r3, r4, r5, r1],,[1, 1, 2, 2881003],,noPlanSynthesised,,255576
2,,[r3, r4, r5, r1],,[1, 1, 1, 1667510],,noPlanSynthesised,,256175
2,,[r3, r4, r5, r1],,[1, 2, 2, 135069],,noPlanSynthesised,,256716
2,,[r3, r4, r5, r1],,[1, 2, 1, 1683373],,noPlanSynthesised,,257421
2,,[r3, r4, r5, r1],,[1, 2, 2, 2741534],,noPlanSynthesised,,258188
2,,[r3, r4, r5, r1],,[1, 1, 2, 1454674],,noPlanSynthesised,,258753
2,,[r3, r4, r5, r1],,[1, 1, 2, 1011161],,noPlanSynthesised,,259215
2,,[r3, r4, r5, r1],,[1, 1, 2, 2668465],,noPlanSynthesised,,259785
2,,[r3, r4, r5, r1],,[1, 2, 2, 1593995],,noPlanSynthesised,,260310
2,,[r3, r4, r5, r1],,[1, 2, 2, 2502728],,noPlanSynthesised,,260762
2,,[r3, r4, r5, r1],,[1, 2, 1, 1205891],,noPlanSynthesised,,261320
2,,[r3, r4, r5, r1],,[1, 2, 2, 436039],,noPlanSynthesised,,261796
2,,[r3, r4, r5, r1],,[1, 2, 2, 156129],,noPlanSynthesised,,262283
2,,[r3, r4, r5, r1],,[1, 2, 2, 1550289],,noPlanSynthesised,,262850
2,,[r3, r4, r5, r1],,[1, 2, 1, 2765018],,noPlanSynthesised,,263463
2,,[r3, r4, r5, r1],,[1, 1, 1, 62777],,noPlanSynthesised,,264042
2,,[r3, r4, r5, r1],,[1, 1, 2, 1647346],,noPlanSynthesised,,264641
2,,[r3, r4, r5, r1],,[1, 1, 1, 441669],,noPlanSynthesised,,265261
2,,[r3, r4, r5, r1],,[1, 2, 2, 2576448],,noPlanSynthesised,,265889
2,,[r3, r4, r5, r1],,[1, 2, 2, 2283118],,noPlanSynthesised,,266319
2,,[r3, r4, r5, r1],,[1, 1, 1, 2825389],,noPlanSynthesised,,266790
2,,[r3, r4, r5, r1],,[1, 1, 1, 3054365],,noPlanSynthesised,,267413
2,,[r3, r4, r5, r1],,[1, 2, 2, 443956],,noPlanSynthesised,,267843
2,,[r3, r4, r5, r1],,[1, 1, 2, 1415151],,noPlanSynthesised,,268350
2,,[r3, r4, r5, r1],,[1, 1, 2, 2217251],,noPlanSynthesised,,268867
2,,[r3, r4, r5, r1],,[1, 1, 1, 910066],,noPlanSynthesised,,269336
2,,[r3, r4, r5, r1],,[1, 1, 2, 1567833],,noPlanSynthesised,,269780
2,,[r3, r4, r5, r1],,[1, 2, 1, 43493],,noPlanSynthesised,,270234
2,,[r3, r4, r5, r1],,[1, 1, 2, 143749],,noPlanSynthesised,,270630
2,,[r3, r4, r5, r1],,[1, 2, 2, 2218363],,noPlanSynthesised,,271082
2,,[r3, r4, r5, r1],,[1, 2, 1, 2777453],,noPlanSynthesised,,271473
2,,[r3, r4, r5, r1],,[1, 1, 1, 361880],,noPlanSynthesised,,271954
2,,[r3, r4, r5, r1],,[1, 2, 2, 3292708],,noPlanSynthesised,,272425
2,,[r3, r4, r5, r1],,[1, 2, 2, 976530],,noPlanSynthesised,,272973
2,,[r3, r4, r5, r1],,[1, 1, 1, 652369],,noPlanSynthesised,,273388
2,,[r3, r4, r5, r1],,[1, 1, 2, 708720],,noPlanSynthesised,,273775
2,,[r3, r4, r5, r1],,[1, 1, 1, 3298415],,noPlanSynthesised,,274230
2,,[r3, r4, r5, r1],,[1, 2, 2, 1779246],,noPlanSynthesised,,274625
2,,[r3, r4, r5, r1],,[1, 1, 2, 373511],,noPlanSynthesised,,275049
2,,[r3, r4, r5, r1],,[1, 2, 1, 2055927],,noPlanSynthesised,,275445
2,,[r3, r4, r5, r1],,[1, 2, 1, 2057975],,noPlanSynthesised,,275764
2,,[r3, r4, r5, r1],,[1, 1, 1, 1375337],,noPlanSynthesised,,276075
2,,[r3, r4, r5, r1],,[1, 1, 2, 2498478],,noPlanSynthesised,,276431
2,,[r3, r4, r5, r1],,[1, 1, 2, 266196],,noPlanSynthesised,,276759
2,,[r3, r4, r5, r1],,[1, 2, 2, 122221],,noPlanSynthesised,,277103
2,,[r3, r4, r5, r1],,[1, 2, 1, 1559674],,noPlanSynthesised,,277516
2,,[r3, r4, r5, r1],,[1, 1, 2, 3615366],,noPlanSynthesised,,277906
2,,[r3, r4, r5, r1],,[1, 1, 2, 2323152],,noPlanSynthesised,,278243
2,,[r3, r4, r5, r1],,[1, 2, 2, 2000801],,noPlanSynthesised,,278670
2,,[r3, r4, r5, r1],,[1, 2, 1, 60859],,noPlanSynthesised,,279071
2,,[r3, r4, r5, r1],,[1, 2, 1, 3532274],,noPlanSynthesised,,279477
2,,[r3, r4, r5, r1],,[1, 2, 1, 316884],,noPlanSynthesised,,279876
2,,[r3, r4, r5, r1],,[1, 1, 1, 3243395],,noPlanSynthesised,,280348
2,,[r3, r4, r5, r1],,[1, 1, 2, 2138532],,noPlanSynthesised,,280765
2,,[r3, r4, r5, r1],,[1, 2, 2, 2075760],,noPlanSynthesised,,281407
2,,[r3, r4, r5, r1],,[1, 2, 1, 398056],,noPlanSynthesised,,281754
2,,[r3, r4, r5, r1],,[1, 2, 2, 2231333],,noPlanSynthesised,,282135
2,,[r3, r4, r5, r1],,[1, 2, 1, 2997709],,noPlanSynthesised,,282501
2,,[r3, r4, r5, r1],,[1, 2, 1, 2571170],,noPlanSynthesised,,282799
2,,[r3, r4, r5, r1],,[1, 2, 1, 2883124],,noPlanSynthesised,,283098
2,,[r3, r4, r5, r1],,[1, 1, 1, 3054519],,noPlanSynthesised,,283462
2,,[r3, r4, r5, r1],,[1, 1, 2, 1859055],,noPlanSynthesised,,283726
2,,[r3, r4, r5, r1],,[1, 2, 2, 3000135],,noPlanSynthesised,,283963
2,,[r3, r4, r5, r1],,[1, 2, 2, 1674498],,noPlanSynthesised,,284229
2,,[r3, r4, r5, r1],,[1, 1, 1, 3557513],,noPlanSynthesised,,284555
2,,[r3, r4, r5, r1],,[1, 1, 2, 837346],,noPlanSynthesised,,284929
2,,[r3, r4, r5, r1],,[1, 1, 2, 113729],,noPlanSynthesised,,285081
2,,[r3, r4, r5, r1],,[1, 2, 1, 1732537],,noPlanSynthesised,,285383
2,,[r3, r4, r5, r1],,[1, 1, 1, 2125067],,noPlanSynthesised,,285681
2,,[r3, r4, r5, r1],,[1, 1, 1, 2713503],,noPlanSynthesised,,286112
2,,[r3, r4, r5, r1],,[1, 1, 1, 2193809],,noPlanSynthesised,,286518
2,,[r3, r4, r5, r1],,[1, 2, 2, 1135842],,noPlanSynthesised,,286850
2,,[r3, r4, r5, r1],,[1, 1, 1, 1262799],,noPlanSynthesised,,287184
2,,[r3, r4, r5, r1],,[1, 1, 2, 3312191],,noPlanSynthesised,,287582
2,,[r3, r4, r5, r1],,[1, 2, 2, 2418005],,noPlanSynthesised,,287904
2,,[r3, r4, r5, r1],,[1, 2, 2, 2695205],,noPlanSynthesised,,288186
2,,[r3, r4, r5, r1],,[1, 2, 2, 2373508],,noPlanSynthesised,,288422
2,,[r3, r4, r5, r1],,[1, 1, 2, 2508793],,noPlanSynthesised,,288750
2,,[r3, r4, r5, r1],,[1, 2, 1, 753871],,noPlanSynthesised,,289131
2,,[r3, r4, r5, r1],,[1, 1, 2, 3610444],,noPlanSynthesised,,289498
2,,[r3, r4, r5, r1],,[1, 2, 1, 1697020],,noPlanSynthesised,,289842
2,,[r3, r4, r5, r1],,[1, 1, 2, 1696294],,noPlanSynthesised,,290230
2,,[r3, r4, r5, r1],,[1, 2, 2, 1519968],,noPlanSynthesised,,290690
2,,[r3, r4, r5, r1],,[1, 1, 1, 982079],,noPlanSynthesised,,291096
2,,[r3, r4, r5, r1],,[1, 2, 1, 2638886],,noPlanSynthesised,,291341
2,,[r3, r4, r5, r1],,[1, 1, 2, 1998399],,noPlanSynthesised,,291591
2,,[r3, r4, r5, r1],,[1, 1, 1, 613512],,noPlanSynthesised,,291952
2,,[r3, r4, r5, r1],,[1, 2, 1, 635909],,noPlanSynthesised,,292336
2,,[r3, r4, r5, r1],,[1, 2, 1, 2666772],,noPlanSynthesised,,292667
2,,[r3, r4, r5, r1],,[1, 2, 1, 1602781],,noPlanSynthesised,,292841
2,,[r3, r4, r5, r1],,[1, 2, 2, 2054119],,noPlanSynthesised,,293094
2,,[r3, r4, r5, r1],,[1, 1, 1, 1408968],,noPlanSynthesised,,293407
2,,[r3, r4, r5, r1],,[1, 1, 2, 3443957],,noPlanSynthesised,,293712
2,,[r3, r4, r5, r1],,[1, 2, 2, 1559991],,noPlanSynthesised,,294041
2,,[r3, r4, r5, r1],,[1, 1, 2, 853567],,noPlanSynthesised,,294280
2,,[r3, r4, r5, r1],,[1, 2, 1, 358864],,noPlanSynthesised,,294607
2,,[r3, r4, r5, r1],,[1, 2, 1, 865818],,noPlanSynthesised,,294979
2,,[r3, r4, r5, r1],,[1, 2, 1, 3121831],,noPlanSynthesised,,295330
2,,[r3, r4, r5, r1],,[1, 2, 2, 144494],,noPlanSynthesised,,295544
2,,[r3, r4, r5, r1],,[1, 2, 1, 2716293],,noPlanSynthesised,,295857
2,,[r3, r4, r5, r1],,[1, 1, 1, 3247860],,noPlanSynthesised,,296252
2,,[r3, r4, r5, r1],,[1, 1, 1, 1186981],,noPlanSynthesised,,296623
2,,[r3, r4, r5, r1],,[1, 2, 1, 3388791],,noPlanSynthesised,,297015
2,,[r3, r4, r5, r1],,[1, 2, 1, 131185],,noPlanSynthesised,,297282
2,,[r3, r4, r5, r1],,[1, 1, 1, 3423763],,noPlanSynthesised,,297739
2,,[r3, r4, r5, r1],,[1, 1, 2, 693193],,noPlanSynthesised,,298001
